Provisioning : Storage Systems : A92_T400 : Virtual Volumes - Virtual Volumes

Name,Set,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
ESX_014_R_MIX,--,Normal,2 100 000 GiB,1 491 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_015_R_ASS,--,Normal,2 000 000 GiB,869 750 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_016_R_MIX,--,Normal,1 600 000 GiB,799 250 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_017_R_MIX,--,Normal,1 650 000 GiB,963 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_018_R_MIX,--,Normal,1 500 000 GiB,925 750 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_019_R_MIX,--,Normal,1 550 000 GiB,911 750 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0EB_R_MIX,--,Normal,2 100 000 GiB,1 055 125 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0EC_R_MIX,--,Normal,1 500 000 GiB,943 375 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0ED_R_MIX,--,Normal,2 150 000 GiB,1 493 875 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0EE_R_MIX,--,Normal,3 050 000 GiB,2 855 125 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0EF_R_MIX,--,Normal,1 600 000 GiB,827 125 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F0_R_MIX,--,Normal,1 600 000 GiB,806 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F1_R_MIX,--,Normal,3 174 000 GiB,2 478 875 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F2_R_MIX,--,Normal,3 150 000 GiB,1 865 125 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F3_R_MIX,--,Normal,1 500 000 GiB,1 076 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F4_R_MIX,--,Normal,2 000 000 GiB,625 750 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F5_R_MIX,--,Normal,2 150 000 GiB,1 219 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F6_R_MIX,--,Normal,1 500 000 GiB,987 625 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F7_R_MIX,--,Normal,2 100 000 GiB,1 401 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F8_R_MIX,--,Normal,2 000 000 GiB,1 236 250 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0F9_R_MIX,--,Normal,1 500 000 GiB,775 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0FA_R_MIX,--,Normal,1 500 000 GiB,667 625 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0FB_R_MIX,--,Normal,1 600 000 GiB,894 625 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0FC_R_MIX,--,Normal,1 600 000 GiB,338 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0FD_R_MIX,--,Normal,3 050 000 GiB,2 755 125 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_118_R_MIX,--,Normal,2 000 000 GiB,396 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_135_R_MIX,--,Normal,2 000 000 GiB,1 623 500 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_13C_R_MIX,--,Normal,2 650 000 GiB,1 422 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_14C_R_MIX,--,Normal,1 550 000 GiB,853 250 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_14D_R_MIX,--,Normal,2 000 000 GiB,1 799 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_510_R_ASS,--,Normal,1 500 000 GiB,533 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_214_R_MIX,--,Normal,2 100 000 GiB,1 915 875 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2A0_R_MIX,--,Normal,2 000 000 GiB,1 945 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2B0_R_MIX,--,Normal,1 024 000 GiB,539 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2B5_RESTO_VEEAM,--,Normal,500 000 GiB,500 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2BC_R_MIX,--,Normal,2 000 000 GiB,1 005 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2BE_R_MIX,--,Normal,3 000 000 GiB,2 874 375 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2EE_R_OFFICE_365,--,Normal,1 500 000 GiB,80 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_2F0_R_MIX,--,Normal,6 656 000 GiB,5 060 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_30D_R_MIX,--,Normal,2 000 000 GiB,545 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>,--
ESX_0FE_R_QUATREM,--,Normal,2 000 000 GiB,1 376 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>  <html><i>set:</i>ESX_R_CLU_LIC_A92_A_SUPP</html>,--
ESX_108_R_QUATREM,--,Normal,2 150 000 GiB,1 408 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>  <html><i>set:</i>ESX_R_CLU_LIC_A92_A_SUPP</html>,--
ESX_117_R_QUATREM,--,Normal,1 500 000 GiB,1 071 000 GiB,ESX_52_R  ESX_86_R  ESX_10_R  ESX_60_R  ESX_92_R  ESX_50_R  ESX_13_R  ESX_90_R  ESX_12_R  ESX_104_R  <html><i>set:</i>ESX_R_A92</html>  <html><i>set:</i>ESX_R_CLU_LIC_A92_A_SUPP</html>,--
-----,-----,-----,-----,-----,-----,-----
,,,170 603 000,91 340 500,,
General


Name,AIXURWT3_01
ID,211
Domain,--
Set,--
Type,Base
Provisioning,Thin
WWN,50002AC000D30693
Copy Of,--
Copies,0
Mode,RW
RAID,RAID 5
Virtual Size,30 000 GiB
Exported To,AIX_UR_WT3

Capacity
Export of this content is not supported.
Health


New Alerts,None
State,Normal
State Description,Normal

History


Creation Date,déc. 01  2014 15:42:33 CET
Retention Time,--
Expiration Time,--
Copy Space Calculation Date,--
Comments,--
